chr	start	end	TargetGene	PctChange	Significant	Regulated	IncludeInModel	CustomTargetGeneTSS	strand	PrimaryTissue	NeighborhoodCellLine	PerturbMethod	Clonality	RNAReadoutMethod	Reference	Notes	Reason	nKO	semKO	nCtrl	semCtrl	lfcSE	padj	ClassAnnotation	nTests	PowerAtEffectSize=0.1	PowerAtEffectSize=0.2	PowerAtEffectSize=0.25	PowerAtEffectSize=0.5	CellType	TargetGeneTSS	region.id
chr1	212434725	212435225	FLVCR1	0.0805022172436001	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.889568990267608	NA	NA	NA	NA	0.94	NA	K562	213031596	chr1.11590_top_two
chr1	212434725	212435225	INTS7	-0.196185791770342	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.204203426726593	NA	NA	NA	NA	0.89	NA	K562	212208951	chr1.11590_top_two
chr1	212434725	212435225	LPGAT1	-0.0978531996628476	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.677783170533239	NA	NA	NA	NA	0.99	NA	K562	212004129	chr1.11590_top_two
chr1	212434725	212435225	NEK2	-0.0590322409621016	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.864995468437934	NA	NA	NA	NA	1	NA	K562	211848971	chr1.11590_top_two
chr1	212434725	212435225	NENF	-0.00977052313759241	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.986873110100648	NA	NA	NA	NA	1	NA	K562	212606228	chr1.11590_top_two
chr1	212434725	212435225	NSL1	0.0453130270164575	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.896306411986183	NA	NA	NA	NA	1	NA	K562	212965138	chr1.11590_top_two
chr1	212434725	212435225	PPP2R5A	-0.0570758673596774	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.887614858574033	NA	NA	NA	NA	0.98	NA	K562	212458728	chr1.11590_top_two
chr1	212434725	212435225	RPS6KC1	-0.124555194686985	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.741826558385981	NA	NA	NA	NA	0.89	NA	K562	213224574	chr1.11590_top_two
chr1	212434725	212435225	SLC30A1	0.024346190261354	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.990179637085011	NA	NA	NA	NA	0.89	NA	K562	211752548	chr1.11590_top_two
chr1	212434725	212435225	TATDN3	-0.0718201385671458	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.816646321412279	NA	NA	NA	NA	0.99	NA	K562	212965169	chr1.11590_top_two
chr1	213218445	213219445	ANGEL2	0.0142506504754623	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.993220487776633	NA	NA	NA	NA	0.91	NA	K562	213188850	chr1.11646_top_two
chr1	213218445	213219445	ATF3	0.122854299929617	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.70693690003311	NA	NA	NA	NA	0.97	NA	K562	212782019	chr1.11646_top_two
chr1	213218445	213219445	FLVCR1	0.000371744251012052	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.999531124020139	NA	NA	NA	NA	0.98	NA	K562	213031596	chr1.11646_top_two
chr1	213218445	213219445	NENF	0.00143887627185801	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.997844500571078	NA	NA	NA	NA	1	NA	K562	212606228	chr1.11646_top_two
chr1	213218445	213219445	NSL1	-0.0532179868654146	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.79871324697405	NA	NA	NA	NA	1	NA	K562	212965138	chr1.11646_top_two
chr1	213218445	213219445	PPP2R5A	-0.0113538967635374	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.99234390414898	NA	NA	NA	NA	1	NA	K562	212458728	chr1.11646_top_two
chr1	213218445	213219445	RPS6KC1	-0.300586340835353	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.000167264038825038	NA	NA	NA	NA	0.96	NA	K562	213224574	chr1.11646_top_two
chr1	213218445	213219445	TATDN3	-0.0248292920761022	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.973556671879773	NA	NA	NA	NA	1	NA	K562	212965169	chr1.11646_top_two
chr7	92634145	92634685	ANKIB1	-0.0275387691644107	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.985827455759459	NA	NA	NA	NA	0.96	NA	K562	91875547	chr7.3172_top_two
chr7	92634145	92634685	BET1	-0.0448273875019951	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.933554678045432	NA	NA	NA	NA	1	NA	K562	93633693	chr7.3172_top_two
chr7	92634145	92634685	CDK6	-0.238587897809162	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	1.66109947289085e-07	NA	NA	NA	NA	1	NA	K562	92465940	chr7.3172_top_two
chr7	92634145	92634685	GATAD1	-0.0849590699697222	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.680315573531863	NA	NA	NA	NA	1	NA	K562	92076761	chr7.3172_top_two
chr7	92634145	92634685	KRIT1	0.0529706420498526	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.898281541654547	NA	NA	NA	NA	1	NA	K562	91875261	chr7.3172_top_two
chr7	92634145	92634685	PEX1	-0.00775553951409858	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.996686505300207	NA	NA	NA	NA	0.9	NA	K562	92157844	chr7.3172_top_two
chr18	9869305	9871265	ANKRD12	0.0221721440390061	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.97460302265506	NA	NA	NA	NA	1	NA	K562	9136750	chr18.299_top_two
chr18	9869305	9871265	NAPG	0.021367412243344	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.976184042011737	NA	NA	NA	NA	1	NA	K562	10526022	chr18.299_top_two
chr18	9869305	9871265	NDUFV2	0.0579012748547278	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.416818042308156	NA	NA	NA	NA	1	NA	K562	9102677	chr18.299_top_two
chr18	9869305	9871265	PPP4R1	0.0106230171858284	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.995026237416971	NA	NA	NA	NA	0.95	NA	K562	9614554	chr18.299_top_two
chr18	9869305	9871265	RAB31	-0.223480012041138	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.0189265962547875	NA	NA	NA	NA	0.98	NA	K562	9708227	chr18.299_top_two
chr18	9869305	9871265	RALBP1	0.0301594901293294	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.919959005454634	NA	NA	NA	NA	1	NA	K562	9475529	chr18.299_top_two
chr18	9869305	9871265	TWSG1	0.0913157388810659	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.910150056071929	NA	NA	NA	NA	0.8	NA	K562	9334764	chr18.299_top_two
chr18	9869305	9871265	VAPA	-0.0555354840252769	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.457150724247776	NA	NA	NA	NA	1	NA	K562	9914004	chr18.299_top_two
chr11	94880525	94881045	ANKRD49	-0.0241732339598123	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.989790840856852	NA	NA	NA	NA	0.86	NA	K562	94227152	chr11.4868_top_two
chr11	94880525	94881045	CEP57	-0.00908383989744954	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.99234390414898	NA	NA	NA	NA	1	NA	K562	95523624	chr11.4868_top_two
chr11	94880525	94881045	CWC15	-0.0455692817547202	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.861826800459708	NA	NA	NA	NA	1	NA	K562	94706775	chr11.4868_top_two
chr11	94880525	94881045	ENDOD1	-0.323545697692815	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.00153639425423895	NA	NA	NA	NA	0.81	NA	K562	94822973	chr11.4868_top_two
chr11	94880525	94881045	FAM76B	0.0171496484799767	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.992432841921742	NA	NA	NA	NA	0.94	NA	K562	95523553	chr11.4868_top_two
chr11	94880525	94881045	MTMR2	0.0614240480214312	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.940208696278435	NA	NA	NA	NA	0.94	NA	K562	95657320	chr11.4868_top_two
chr22	37376625	37377145	ANKRD54	0.0568171883536475	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.904144511059976	NA	NA	NA	NA	1	NA	K562	38240352	chr22.1656_top_two
chr22	37376625	37377145	APOL1	-0.0393259469709837	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.97569542877988	NA	NA	NA	NA	0.91	NA	K562	36649116	chr22.1656_top_two
chr22	37376625	37377145	APOL2	0.0764072432735068	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.910150056071929	NA	NA	NA	NA	0.94	NA	K562	36635649	chr22.1656_top_two
chr22	37376625	37377145	CDC42EP1	-0.00169516349446008	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.998063612701463	NA	NA	NA	NA	1	NA	K562	37956420	chr22.1656_top_two
chr22	37376625	37377145	EIF3D	-0.0124325666522882	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.977435269828087	NA	NA	NA	NA	1	NA	K562	36925226	chr22.1656_top_two
chr22	37376625	37377145	EIF3L	-0.00399609377687771	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.993857442186932	NA	NA	NA	NA	1	NA	K562	38245378	chr22.1656_top_two
chr22	37376625	37377145	FOXRED2	-0.0527164306143532	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.957728797486493	NA	NA	NA	NA	0.94	NA	K562	36902889	chr22.1656_top_two
chr22	37376625	37377145	GCAT	-0.0686477073459073	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.59515443154745	NA	NA	NA	NA	1	NA	K562	38203911	chr22.1656_top_two
chr22	37376625	37377145	GGA1	-0.048147736653898	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.901148352990062	NA	NA	NA	NA	1	NA	K562	38004830	chr22.1656_top_two
chr22	37376625	37377145	MPST	-0.0927123033856518	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.0138122092972383	NA	NA	NA	NA	1	NA	K562	37415782	chr22.1656_top_two
chr22	37376625	37377145	MYH9	0.0348527230764353	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.96021068613381	NA	NA	NA	NA	1	NA	K562	36784061	chr22.1656_top_two
chr22	37376625	37377145	POLR2F	0.0127820411047395	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.973936622315359	NA	NA	NA	NA	1	NA	K562	38349669	chr22.1656_top_two
chr22	37376625	37377145	RAC2	0.0589394830901016	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.682369705732865	NA	NA	NA	NA	1	NA	K562	37640338	chr22.1656_top_two
chr22	37376625	37377145	RBFOX2	0.0404331798906239	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.977828429637761	NA	NA	NA	NA	0.92	NA	K562	36236529	chr22.1656_top_two
chr22	37376625	37377145	SH3BP1	-0.0191703190322563	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.991609862708995	NA	NA	NA	NA	0.98	NA	K562	38035633	chr22.1656_top_two
chr22	37376625	37377145	TST	-0.0423978280177837	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.975371670803758	NA	NA	NA	NA	0.91	NA	K562	37415493	chr22.1656_top_two
chr22	37376625	37377145	TXN2	-0.0151793152832973	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.965520442365135	NA	NA	NA	NA	1	NA	K562	36877686	chr22.1656_top_two
chr22	37378145	37378685	ANKRD54	0.0737582638415171	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.854286035733502	NA	NA	NA	NA	0.99	NA	K562	38240352	chr22.1657_top_two
chr22	37378145	37378685	APOL1	-0.0265399422049475	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.989349850265233	NA	NA	NA	NA	0.9	NA	K562	36649116	chr22.1657_top_two
chr22	37378145	37378685	APOL2	-0.0351772503712755	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.980076612233512	NA	NA	NA	NA	0.85	NA	K562	36635649	chr22.1657_top_two
chr22	37378145	37378685	CDC42EP1	-0.000567924870655712	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.999531124020139	NA	NA	NA	NA	1	NA	K562	37956420	chr22.1657_top_two
chr22	37378145	37378685	EIF3D	0.0354566009870545	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.850377791934667	NA	NA	NA	NA	1	NA	K562	36925226	chr22.1657_top_two
chr22	37378145	37378685	EIF3L	0.0126348270541055	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.97460302265506	NA	NA	NA	NA	1	NA	K562	38245378	chr22.1657_top_two
chr22	37378145	37378685	FOXRED2	0.0521939015135098	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.965520442365135	NA	NA	NA	NA	0.88	NA	K562	36902889	chr22.1657_top_two
chr22	37378145	37378685	GCAT	-0.0286513336234938	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.950159849532117	NA	NA	NA	NA	1	NA	K562	38203911	chr22.1657_top_two
chr22	37378145	37378685	GGA1	0.0330900027707093	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.959248873155653	NA	NA	NA	NA	1	NA	K562	38004830	chr22.1657_top_two
chr22	37378145	37378685	MPST	-0.10356082597372	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.00663271802700357	NA	NA	NA	NA	1	NA	K562	37415782	chr22.1657_top_two
chr22	37378145	37378685	MYH9	-0.0356440386774259	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.963331968808221	NA	NA	NA	NA	0.99	NA	K562	36784061	chr22.1657_top_two
chr22	37378145	37378685	POLR2F	-0.00414845956569465	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.9941899544232	NA	NA	NA	NA	1	NA	K562	38349669	chr22.1657_top_two
chr22	37378145	37378685	RAC2	-0.0692447064870323	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.564689100760683	NA	NA	NA	NA	1	NA	K562	37640338	chr22.1657_top_two
chr22	37378145	37378685	RBFOX2	0.219745944145064	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.336884197154775	NA	NA	NA	NA	0.83	NA	K562	36236529	chr22.1657_top_two
chr22	37378145	37378685	SH3BP1	-0.0164025118750916	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.992758875297461	NA	NA	NA	NA	0.93	NA	K562	38035633	chr22.1657_top_two
chr22	37378145	37378685	TST	-0.239313316801931	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.132871354606514	NA	NA	NA	NA	0.82	NA	K562	37415493	chr22.1657_top_two
chr22	37378145	37378685	TXN2	-0.00237681672038181	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.996965277449723	NA	NA	NA	NA	1	NA	K562	36877686	chr22.1657_top_two
chr22	38002985	38003505	ANKRD54	0.0698172766473433	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.885167837448805	NA	NA	NA	NA	1	NA	K562	38240352	chr22.1757_top_two
chr22	38002985	38003505	CDC42EP1	-0.124155481522071	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.032686979440388	NA	NA	NA	NA	1	NA	K562	37956420	chr22.1757_top_two
chr22	38002985	38003505	CSNK1E	0.0584714842460237	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.933396688523933	NA	NA	NA	NA	0.97	NA	K562	38713438	chr22.1757_top_two
chr22	38002985	38003505	DDX17	-0.010845592526797	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.990029492529795	NA	NA	NA	NA	1	NA	K562	38902344	chr22.1757_top_two
chr22	38002985	38003505	EIF3L	-0.0385707321435284	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.773764247769271	NA	NA	NA	NA	1	NA	K562	38245378	chr22.1757_top_two
chr22	38002985	38003505	GCAT	0.0176644495933387	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.982909508166903	NA	NA	NA	NA	1	NA	K562	38203911	chr22.1757_top_two
chr22	38002985	38003505	GGA1	0.0109496875012245	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.992519964264371	NA	NA	NA	NA	0.99	NA	K562	38004830	chr22.1757_top_two
chr22	38002985	38003505	KDELR3	-0.00606155442515299	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.99605999181679	NA	NA	NA	NA	0.96	NA	K562	38864066	chr22.1757_top_two
chr22	38002985	38003505	MPST	-0.00729513266874637	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.99234390414898	NA	NA	NA	NA	1	NA	K562	37415782	chr22.1757_top_two
chr22	38002985	38003505	POLR2F	-0.0193359196011554	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.954856983279582	NA	NA	NA	NA	1	NA	K562	38349669	chr22.1757_top_two
chr22	38002985	38003505	RAC2	0.0222337404546047	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.968980735456376	NA	NA	NA	NA	1	NA	K562	37640338	chr22.1757_top_two
chr22	38002985	38003505	SH3BP1	0.0848157157774778	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.913805978041043	NA	NA	NA	NA	0.88	NA	K562	38035633	chr22.1757_top_two
chr22	38002985	38003505	TST	-0.060271733219906	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.962734831271158	NA	NA	NA	NA	0.81	NA	K562	37415493	chr22.1757_top_two
chr14	103779885	103780385	ANKRD9	-0.0886928395614269	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.825613563662421	NA	NA	NA	NA	0.98	NA	K562	102976042	chr14.2493_top_two
chr14	103779885	103780385	APOPT1	-0.0516049127354994	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.860630912399587	NA	NA	NA	NA	1	NA	K562	104029293	chr14.2493_top_two
chr14	103779885	103780385	BAG5	-0.0294040412081138	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.981305804629643	NA	NA	NA	NA	0.96	NA	K562	104029050	chr14.2493_top_two
chr14	103779885	103780385	C14orf2	-0.0421975314077458	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.826295848956767	NA	NA	NA	NA	1	NA	K562	104387902	chr14.2493_top_two
chr14	103779885	103780385	CINP	-0.0182039948319839	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.986286322006399	NA	NA	NA	NA	1	NA	K562	102829252	chr14.2493_top_two
chr14	103779885	103780385	CKB	-0.100550862930583	FALSE	FALSE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.0858818107026505	NA	NA	NA	NA	1	NA	K562	103989195	chr14.2493_top_two
chr14	103779885	103780385	EIF5	-0.0989806132224723	TRUE	TRUE	TRUE	NA	NA	NA	NA	dCas9-KRAB	NA	Pertub-Seq	Gasperini2019	NA	NA	NA	NA	NA	NA	NA	0.0401433481892894	NA	NA	NA	NA	1	NA	K562	103800497	chr14.2493_top_two
